index,deforestation_class,vh_dB,vv_dB
190985,1.0,-15.574287,-10.295769
3141705,2.0,-13.772884,-5.899109
3054993,1.0,-19.192188,-13.128963
2297656,1.0,-18.869606,-12.936937
401267,1.0,-18.68312,-13.735046
3543447,2.0,-19.632704,-11.980658
328516,1.0,-17.091522,-4.5883455
153734,1.0,-20.720512,-11.766453
305360,2.0,-14.734897,-8.324104
231896,1.0,-15.706296,-10.012768
1388121,1.0,-15.88183,-7.8003473
100708,2.0,-19.284634,-12.625867
3159642,2.0,-14.078493,-10.4544115
3055487,1.0,-14.446603,-13.602745
3349121,1.0,-16.647718,-10.513114
322110,2.0,-13.610527,-11.056031
2087849,2.0,-12.323427,-10.588457
3272204,2.0,-12.444466,-9.824039
1524320,1.0,-20.986183,-14.215879
2030334,1.0,-24.994108,-16.657204
1962409,2.0,-17.940142,-14.955236
2422409,2.0,-22.216236,-10.854083
2848210,1.0,-22.719526,-17.515064
1066873,2.0,-16.118635,-11.768426
1550785,1.0,-19.183731,-13.507403
2810300,2.0,-12.344744,-8.786887
2215908,1.0,-20.62508,-16.570759
2278976,1.0,-19.385698,-12.6696415
248223,2.0,-19.095627,-12.968084
2209144,2.0,-12.346802,-8.842038
58593,2.0,-15.33903,-11.266848
474305,2.0,-15.116,-7.602885
2910055,2.0,-14.627404,-12.353387
909356,1.0,-19.224377,-13.373972
1895936,1.0,-21.443165,-13.591455
2720850,2.0,-16.322702,-12.295514
989385,2.0,-18.92216,-14.452113
2105896,1.0,-17.976685,-10.13027
251693,2.0,-17.024408,-9.983395
1542788,2.0,-15.586784,-11.45223
453471,1.0,-25.80952,-15.047333
1938871,2.0,-15.128748,-10.6160965
119367,2.0,-16.926023,-13.391076
3434985,2.0,-17.291256,-9.720419
857175,2.0,-18.018806,-8.93196
667613,1.0,-18.030813,-16.083094
1950731,1.0,-23.45668,-23.009264
3214889,2.0,-15.348617,-9.933002
3555901,2.0,-11.62499,-13.650094
1977055,2.0,-14.383804,-8.904403
1939109,2.0,-16.09778,-10.642828
3312023,1.0,-17.28514,-12.387108
1816206,2.0,-18.791475,-9.980452
2583373,1.0,-15.197453,-8.885213
1128326,2.0,-19.352676,-12.545361
1827163,2.0,-15.673846,-10.026546
1843298,1.0,-14.802112,-5.6087584
287076,1.0,-19.595448,-9.694854
3046551,1.0,-16.634724,-10.206457
732633,2.0,-13.137375,-10.459403
451469,1.0,-17.519876,-12.558023
296705,2.0,-14.862301,-10.601095
2946072,2.0,-16.797026,-10.692711
261411,1.0,-18.634132,-12.524176
2529985,1.0,-17.2797,-14.13568
47960,1.0,-13.494836,-7.772195
107257,1.0,-23.856182,-13.11817
1509981,1.0,-18.188765,-15.623831
2864987,1.0,-23.068144,-17.36819
1645781,2.0,-14.278252,-12.143521
2288314,1.0,-18.285103,-13.345189
1700561,2.0,-14.787597,-11.465462
2419328,2.0,-15.894421,-14.853688
2348836,2.0,-15.799537,-10.323525
2637125,2.0,-14.76182,-5.6030226
2000547,2.0,-19.124308,-13.502988
1455519,1.0,-20.511057,-16.022171
396136,2.0,-16.8765,-12.103569
1745156,2.0,-13.728817,-10.459609
891187,2.0,-17.31721,-11.380534
159379,1.0,-19.151756,-13.948265
3412401,1.0,-21.682144,-15.60191
3435115,1.0,-15.313919,-10.399937
1571167,1.0,-17.684895,-15.951095
2392739,1.0,-20.734816,-12.940666
1507151,2.0,-18.03304,-13.878846
3255166,2.0,-16.868479,-10.009672
1123185,2.0,-10.702719,-8.827761
2091428,1.0,-22.072966,-13.166519
1667774,2.0,-21.858702,-13.432828
1912403,1.0,-20.118084,-12.065098
3609051,2.0,-15.1555,-10.376119
2722897,1.0,-16.234634,-7.843595
760741,1.0,-18.730438,-16.73412
2438628,1.0,-11.700741,-7.270532
2075858,2.0,-16.638062,-10.944028
3543418,1.0,-11.272893,-9.633622
2028211,1.0,-22.978155,-11.627287
992314,1.0,-15.430429,-14.225453
2851737,2.0,-15.449402,-8.047846
2247574,2.0,-13.834411,-8.924199
144019,2.0,-16.021755,-11.218804
595570,1.0,-15.351803,-10.015434
3472323,1.0,-17.324316,-10.410348
2280817,1.0,-19.351059,-13.748106
546364,2.0,-15.539263,-10.1611805
2422561,2.0,-16.006153,-10.836966
2660339,2.0,-11.290487,-8.218842
3181800,1.0,-19.92902,-14.877987
169269,1.0,-19.93692,-13.019239
1713514,2.0,-17.349737,-8.787083
77693,2.0,-17.599533,-12.084698
2779267,2.0,-16.140673,-16.356785
3708033,2.0,-17.497482,-11.060345
2148442,2.0,-15.576228,-10.222592
812555,2.0,-15.9078455,-10.698179
1299384,1.0,-17.342657,-15.420616
1678664,1.0,-20.571507,-15.072462
721295,2.0,-17.690641,-17.035664
1826961,2.0,-18.578098,-11.790541
3344018,1.0,-12.155417,-8.5279045
2177114,1.0,-16.01084,-9.715184
489347,2.0,-16.177118,-8.032984
2186146,1.0,-23.20866,-19.45993
3313652,1.0,-23.801598,-15.577708
3375628,1.0,-13.591087,-8.864068
169327,1.0,-18.136951,-13.699432
265148,1.0,-16.76672,-17.443516
3332827,1.0,-18.626482,-15.731994
2611379,2.0,-12.205381,-9.4152775
1890619,1.0,-17.397358,-13.958293
1934424,1.0,-22.068115,-12.657968
2727044,1.0,-21.550741,-11.492481
1337083,2.0,-18.00556,-10.166061
2371738,2.0,-19.888924,-9.99183
2654359,1.0,-15.107785,-12.292899
3297897,2.0,-11.266156,-5.0906143
2581999,2.0,-14.505016,-12.591481
955156,2.0,-13.058118,-3.9997709
190881,1.0,-24.336128,-12.818245
685910,2.0,-19.638517,-12.486282
2360524,2.0,-18.417631,-13.461658
2375302,2.0,-16.068596,-7.6746345
2757200,2.0,-12.14403,-8.689574
2406747,2.0,-14.830811,-8.691348
2639388,2.0,-13.1673155,-9.382711
3027319,1.0,-17.232475,-11.948584
927992,2.0,-14.186292,-9.1491165
3470042,2.0,-13.719664,-10.670801
265003,2.0,-16.705345,-9.0923395
2446004,1.0,-16.058502,-12.948599
794270,2.0,-18.521257,-11.266647
1148330,2.0,-14.547852,-8.799027
1459759,1.0,-16.50768,-13.339699
2298435,2.0,-16.143356,-10.943968
2015333,1.0,-18.629564,-14.595488
3091336,2.0,-14.256368,-10.860806
2310974,2.0,-12.750827,-13.30792
3601450,2.0,-12.968596,-10.5328865
3246994,2.0,-14.227177,-9.118358
2648962,1.0,-17.518257,-9.721914
2111433,2.0,-16.69516,-12.518312
2770132,2.0,-15.753279,-14.789604
411447,2.0,-14.59609,-8.242682
1403470,1.0,-19.114178,-10.658484
2835737,2.0,-13.351712,-14.695682
3364430,1.0,-17.781288,-11.304523
516966,1.0,-17.481844,-11.024862
1016460,2.0,-15.66432,-10.153368
1529146,2.0,-13.03652,-11.639037
2971120,2.0,-12.81445,-7.824607
2402533,2.0,-16.76472,-9.013881
2551294,2.0,-12.140837,-6.3431263
1124456,2.0,-17.42598,-9.899914
2995795,2.0,-13.81983,-8.393432
2438691,2.0,-17.266973,-9.713542
2811382,2.0,-15.907689,-9.47603
1602075,2.0,-13.898909,-9.651343
1447239,2.0,-18.578709,-9.966467
1755572,1.0,-20.646885,-13.828759
2859072,2.0,-14.253,-9.097593
3440346,1.0,-18.961842,-18.192963
3001474,2.0,-12.952327,-9.7206135
2063216,1.0,-17.611143,-8.112828
2064089,2.0,-16.332582,-10.300316
2247857,2.0,-12.528427,-8.091112
1488779,1.0,-18.540865,-11.476403
2641183,2.0,-17.443539,-9.649797
1954680,1.0,-18.881828,-13.065058
2761248,2.0,-17.222803,-12.030806
3409116,1.0,-12.618652,-8.3094845
1121901,2.0,-18.708656,-14.97407
1214428,2.0,-12.999365,-9.772984
2400738,2.0,-12.711831,-6.9340982
2740249,1.0,-17.340385,-10.626797
3726998,2.0,-14.16902,-12.1004715
1350925,2.0,-15.082012,-7.563098
3366786,2.0,-14.392284,-10.548591
612861,2.0,-16.136583,-8.449627
1067044,2.0,-13.921586,-6.937891
1839572,1.0,-15.749332,-5.4192934
2613282,2.0,-14.371796,-11.349056
685585,2.0,-15.677781,-8.851736
1454120,2.0,-21.422073,-19.045725
1679275,1.0,-16.041672,-10.61892
3645125,1.0,-14.802992,-10.7271185
350905,1.0,-22.241209,-11.894032
1675998,2.0,-15.703937,-7.7587967
1957874,1.0,-17.26749,-12.700701
2377997,2.0,-20.113712,-11.12571
3267535,2.0,-12.814543,-9.612526
108204,1.0,-20.242197,-19.088112
1768842,2.0,-16.121412,-10.109073
744887,2.0,-13.391563,-7.5180964
2177813,2.0,-14.763974,-10.679235
1053792,2.0,-13.080624,-10.24951
3716390,1.0,-16.442327,-5.9127116
2703471,2.0,-17.930023,-12.3738785
3243180,1.0,-18.050478,-13.088554
2513227,1.0,-19.112717,-10.783633
1104277,2.0,-14.981089,-11.998634
693624,1.0,-22.00227,-21.748291
3045790,2.0,-16.384998,-12.9002495
1484905,2.0,-15.403982,-12.766306
658474,2.0,-18.489782,-10.272507
1381156,1.0,-22.80481,-11.744881
2707624,2.0,-14.728068,-8.6900625
2135753,1.0,-18.238028,-13.937584
2775298,1.0,-16.498224,-8.107824
3277679,2.0,-12.667496,-11.460863
1332913,2.0,-13.217323,-6.1834364
2638141,1.0,-17.906078,-11.836353
2392622,2.0,-16.13392,-9.821908
2526783,1.0,-14.8268175,-10.125467
2837020,1.0,-16.736935,-12.853561
2832924,1.0,-17.044168,-13.750137
194399,1.0,-21.583359,-10.695454
3415269,2.0,-19.096254,-9.774231
3514831,2.0,-12.111042,-9.303677
3620031,2.0,-15.973925,-9.530494
2719754,2.0,-20.789814,-16.903227
1789439,2.0,-17.3049,-14.786295
2056170,1.0,-20.132702,-17.88441
1366668,1.0,-18.16804,-11.298294
1390452,1.0,-17.605322,-9.309237
3068337,2.0,-14.299255,-11.243797
501198,2.0,-15.906704,-8.821966
1312634,1.0,-17.09971,-11.968098
3397680,2.0,-11.859017,-5.1840587
790747,1.0,-16.714611,-11.077309
2879950,2.0,-17.723213,-9.161189
1976568,1.0,-22.891891,-15.586626
201306,2.0,-16.232912,-9.407448
1928622,1.0,-16.609137,-12.394532
1448631,1.0,-16.933392,-14.398051
2675142,1.0,-22.710487,-11.884593
3609636,2.0,-17.512571,-16.143547
3548779,2.0,-14.331155,-8.252502
3429638,1.0,-8.511304,-4.5631394
3038707,1.0,-17.670582,-11.0353775
658414,1.0,-22.349602,-17.639961
1171094,2.0,-15.996334,-14.687853
432829,1.0,-17.366564,-10.104795
1927251,2.0,-16.454453,-9.525883
1800594,1.0,-17.636244,-13.121429
2482246,1.0,-12.813582,-9.723658
169215,2.0,-16.399572,-12.705814
3236337,2.0,-15.4599495,-6.703411
2196882,2.0,-20.174675,-10.995184
3729526,2.0,-15.468179,-12.004594
1502391,2.0,-16.233973,-7.7905846
2199105,1.0,-17.049812,-13.363619
1695747,2.0,-20.66711,-14.20216
1101115,2.0,-17.386837,-9.614781
3237610,1.0,-19.061224,-11.135611
1191919,1.0,-20.241766,-9.250744
506061,2.0,-10.583161,-13.8064995
2976090,2.0,-16.247663,-8.827858
1523477,2.0,-15.228174,-9.981853
2210072,1.0,-19.441755,-14.277842
2273309,1.0,-21.260479,-14.132139
792403,1.0,-20.621996,-14.6935
901295,2.0,-15.656637,-7.3477798
1946500,2.0,-17.610859,-10.107341
1457083,2.0,-14.972536,-7.130555
864659,2.0,-15.816135,-9.7042265
178026,1.0,-23.264576,-14.369222
3308058,1.0,-18.501223,-9.452087
3343821,2.0,-17.56334,-14.183236
127832,1.0,-23.642822,-19.507784
2755773,2.0,-8.161679,-6.849884
2442613,2.0,-18.825937,-12.798814
401227,1.0,-18.59494,-10.412354
57138,2.0,-18.375336,-12.36786
3164606,2.0,-7.8519278,-4.4748955
759659,2.0,-21.509403,-11.047792
719733,1.0,-22.686205,-16.21565
3379360,1.0,-15.665884,-6.9933214
2648019,2.0,-15.914201,-8.28528
2011836,1.0,-12.82687,-10.764826
3490598,2.0,-17.729582,-8.7714405
2789030,2.0,-19.230595,-9.363472
116670,1.0,-18.57759,-11.68096
1963465,1.0,-19.466963,-12.208423
410600,1.0,-18.630842,-11.87451
3295328,2.0,-16.410498,-14.977646
201614,1.0,-22.687502,-8.498808
1409140,1.0,-21.92981,-17.939936
693067,2.0,-14.506952,-7.951186
1067965,2.0,-16.198505,-11.549692
228505,2.0,-16.24162,-8.181209
2887310,1.0,-17.513416,-9.291984
977377,2.0,-13.0546665,-9.387979
2521762,2.0,-12.130526,-10.388827
688235,1.0,-18.562458,-16.210037
328842,2.0,-20.496834,-12.372721
3554251,1.0,-12.897597,-10.482847
3305455,2.0,-19.546888,-9.784394
2046934,1.0,-20.60101,-17.624035
157532,1.0,-15.075153,-10.073881
42688,2.0,-19.510683,-11.126852
1509192,2.0,-16.939293,-14.381189
1802849,2.0,-19.78181,-12.192425
3217995,2.0,-14.134048,-10.788048
2176851,1.0,-25.92681,-14.991621
3535711,1.0,-15.412793,-10.64396
636653,2.0,-10.504669,-8.48391
1713707,2.0,-17.947397,-7.759366
2001974,2.0,-12.19056,-11.844315
1811447,1.0,-16.583578,-12.8961
3701258,1.0,-14.773793,-11.041459
766306,1.0,-20.105179,-11.718008
725876,2.0,-15.579204,-8.961123
1883119,2.0,-17.086983,-7.1147513
1252994,2.0,-15.870096,-3.3905778
2916009,2.0,-13.348813,-5.2905564
2450723,2.0,-15.18251,-6.8863897
901980,1.0,-17.297451,-11.768969
621513,1.0,-17.039295,-13.21538
3397969,1.0,-15.692563,-12.823822
601825,2.0,-18.07759,-7.3052597
1921340,1.0,-17.601215,-10.888381
85184,1.0,-21.851387,-17.732668
2897698,2.0,-17.331686,-10.840502
702581,2.0,-11.398479,-10.367942
2233162,2.0,-12.995619,-9.264834
181202,1.0,-19.43574,-11.4467125
2842646,1.0,-22.003859,-17.161684
1346896,2.0,-16.255001,-8.487067
3131859,2.0,-14.1000595,-5.6326523
2002001,1.0,-19.116676,-12.555238
711230,2.0,-15.105958,-8.821062
3584092,1.0,-17.568895,-8.1553545
1322305,2.0,-14.280909,-9.789307
2206700,2.0,-17.285492,-11.002072
144240,1.0,-21.27333,-11.469947
2490808,1.0,-19.211329,-14.768818
1925354,1.0,-19.731668,-13.504472
1561972,2.0,-16.639187,-13.494814
686584,2.0,-16.972538,-11.204958
1033869,2.0,-16.842134,-10.946542
1257904,2.0,-19.518335,-10.795989
1361252,2.0,-17.333193,-12.624956
2063372,1.0,-20.731853,-14.891659
902309,1.0,-19.3373,-12.259911
822636,2.0,-15.559954,-8.791792
86907,1.0,-20.58205,-14.892568
2089626,2.0,-9.940074,-8.309356
3662162,1.0,-12.530033,-8.739937
3476350,2.0,-11.635055,-10.125285
609543,2.0,-12.001196,-10.561596
1524382,1.0,-18.476093,-13.774698
1811189,2.0,-15.331325,-12.559339
1769153,2.0,-17.24452,-12.883233
137144,1.0,-17.835667,-14.462336
1157147,2.0,-15.658161,-13.091663
2225925,2.0,-16.51745,-12.139963
2731640,2.0,-14.491449,-13.477759
3664540,2.0,-16.931803,-5.9946413
1546023,2.0,-13.98396,-12.401054
3397986,1.0,-17.119068,-13.609618
1687762,1.0,-18.867853,-12.784404
1169981,2.0,-12.761938,-7.645164
3137291,2.0,-16.505856,-9.79938
3209810,2.0,-13.441421,-11.340673
2274744,2.0,-16.315512,-9.819093
2614719,2.0,-14.669923,-8.016053
2279736,2.0,-13.809424,-11.399082
2026663,1.0,-21.94045,-14.988817
2492553,1.0,-22.031591,-13.199829
3578027,1.0,-17.186659,-11.914396
3129176,2.0,-16.064892,-7.273761
3165039,2.0,-16.858023,-14.701758
2256586,1.0,-19.340094,-9.272751
197889,1.0,-18.666618,-9.986118
1888828,1.0,-17.206327,-14.406885
3519339,2.0,-17.044422,-12.658545
1090268,1.0,-23.165892,-15.342218
2723296,1.0,-19.342077,-8.294495
3299984,2.0,-17.434814,-15.077791
1507250,2.0,-21.814241,-11.316273
1324488,2.0,-16.097546,-5.387535
2279017,1.0,-19.094006,-13.114505
3509402,2.0,-15.893278,-11.4388275
1926913,1.0,-23.216984,-13.883351
1339613,1.0,-17.275133,-8.53766
645230,1.0,-21.400002,-18.445847
2700898,1.0,-14.386871,-12.324083
667496,1.0,-19.202824,-14.124452
2184153,2.0,-15.62768,-7.0231147
1740751,2.0,-16.107105,-11.815616
1511779,1.0,-18.754894,-11.236998
2828854,2.0,-15.458618,-7.4934773
3057731,1.0,-21.072895,-14.458118
2167484,1.0,-22.629444,-13.37822
2518707,1.0,-17.004208,-15.38052
1625482,2.0,-14.405016,-11.688085
3135947,2.0,-14.538489,-10.195903
1210139,1.0,-17.941687,-16.740915
3475664,2.0,-12.738008,-9.696787
2588585,2.0,-12.713108,-11.254783
2599466,2.0,-12.636224,-12.483911
2831504,1.0,-20.44851,-14.7775135
3115996,2.0,-12.239113,-8.009892
3337966,1.0,-17.672361,-11.465405
393647,1.0,-19.398327,-7.693005
3126651,1.0,-13.517878,-8.086537
1601043,1.0,-19.900146,-12.286242
1425251,2.0,-15.867958,-15.445433
3740891,2.0,-13.655677,-12.301761
2954176,1.0,-19.470379,-14.692602
637680,2.0,-19.469374,-12.894112
168542,1.0,-22.069305,-15.81745
1826336,1.0,-20.673206,-12.967114
192233,2.0,-21.45668,-11.178866
29408,1.0,-20.706173,-13.95738
367437,2.0,-17.212097,-13.241371
1956847,1.0,-18.68396,-13.382175
285951,2.0,-10.280621,-6.078068
3423965,1.0,-17.234741,-9.50884
2895599,2.0,-14.481813,-11.114872
1602279,2.0,-17.52014,-13.87221
2106383,2.0,-13.032692,-7.3423347
14568,1.0,-18.314556,-13.609114
2040959,2.0,-19.192604,-15.94622
1973758,2.0,-15.603897,-13.172073
66007,2.0,-15.430201,-8.71092
459959,2.0,-13.334341,-9.704551
1178083,2.0,-18.794973,-13.428416
1914224,1.0,-20.482843,-16.28876
1641591,2.0,-15.371841,-10.997961
2633376,2.0,-14.433157,-4.9708686
3602187,2.0,-14.617127,-8.069029
1178374,2.0,-14.117933,-7.57154
946267,2.0,-16.250784,-9.012586
554257,2.0,-16.492878,-11.415973
3474184,1.0,-15.703516,-12.773963
1729507,2.0,-15.771561,-11.152362
47794,1.0,-19.830769,-10.152196
148124,1.0,-19.110544,-15.445262
2111152,1.0,-19.752588,-7.770844
2141560,1.0,-19.344503,-13.472862
668552,2.0,-11.89669,-6.4825993
2551542,2.0,-20.025719,-15.44499
414337,1.0,-22.409988,-15.229076
139740,2.0,-13.755791,-5.6031775
1446671,1.0,-14.737444,-13.310726
1952219,2.0,-15.878946,-10.253687
2438224,2.0,-12.242119,-8.007119
1982222,1.0,-22.131477,-12.495283
3231419,1.0,-19.834335,-12.572855
602869,1.0,-18.482674,-7.5397854
2550331,1.0,-22.641453,-15.650977
2310226,2.0,-14.080926,-6.557723
3457499,1.0,-17.843315,-10.25115
1336639,2.0,-11.570153,-10.169669
678437,2.0,-13.728109,-7.553653
3671701,2.0,-16.088717,-10.85279
3097805,1.0,-17.357733,-11.827822
2972055,2.0,-15.359276,-9.246256
1139474,1.0,-15.877909,-10.61828
2490988,2.0,-15.396462,-12.97648
2869862,2.0,-16.948563,-12.9256735
3109472,1.0,-13.896688,-9.185515
247987,1.0,-20.147167,-9.699611
1991233,1.0,-23.684238,-16.76833
1807907,2.0,-16.213577,-11.24042
109109,1.0,-19.84017,-13.856563
2631971,1.0,-16.263067,-7.361548
805075,1.0,-14.836164,-7.5599155
3482985,2.0,-16.218204,-10.45257
3624164,1.0,-13.931037,-9.620203
2937112,2.0,-12.862898,-7.9841022
2123004,1.0,-18.765022,-11.634811
2261837,2.0,-15.246631,-11.519789
703613,2.0,-11.795057,-10.160692
3137175,2.0,-13.884193,-9.963221
2366927,2.0,-15.120931,-9.574327
431100,1.0,-20.004898,-14.295001
1256320,2.0,-16.658476,-8.986107
1803491,2.0,-17.83892,-9.835842
2752627,2.0,-12.598436,-9.572624
3219353,1.0,-18.637802,-8.289331
3074130,1.0,-19.670841,-11.089733
23604,2.0,-11.698601,-7.986097
373358,1.0,-21.464504,-14.7066
2321651,1.0,-16.580223,-14.635416
461840,2.0,-18.860628,-8.770594
1961871,1.0,-21.022305,-12.071627
114673,1.0,-22.357403,-16.260288
1875257,2.0,-15.760971,-9.79637
3223080,2.0,-21.705383,-17.720327
1996845,1.0,-22.40288,-17.393898
640221,2.0,-16.141869,-14.498981
365233,2.0,-12.732458,-11.433778
1589807,1.0,-18.429377,-13.546843
3125876,2.0,-20.853909,-19.831936
2504982,2.0,-18.03193,-10.451287
51647,1.0,-18.049953,-15.954094
774430,2.0,-16.19748,-6.9420557
153775,1.0,-22.144146,-17.034592
113674,1.0,-23.67771,-18.966282
1318883,2.0,-15.168945,-6.8185544
72072,1.0,-25.459452,-14.942761
3526437,2.0,-14.931302,-10.77154
3478469,2.0,-17.02724,-7.144594
2799434,1.0,-14.630884,-10.737099
3297621,1.0,-10.936592,-7.2911797
1666718,2.0,-13.749591,-14.175235
641662,1.0,-20.141287,-17.663763
1628147,2.0,-14.757366,-11.514884
501706,2.0,-16.67939,-9.249016
3001454,1.0,-13.258678,-7.9881697
1698880,2.0,-14.050036,-8.611452
1890810,1.0,-23.172817,-19.366825
814954,2.0,-14.229685,-10.293146
2508550,2.0,-11.943383,-6.1113787
3126372,2.0,-19.819109,-14.6302595
3174903,2.0,-18.995468,-10.484157
2966521,2.0,-13.575721,-7.6960464
1869348,1.0,-15.954706,-9.707
79461,1.0,-22.415035,-18.504936
1681497,2.0,-15.053806,-10.738593
2445726,2.0,-10.347062,-5.08813
1259012,1.0,-15.330328,-11.22695
364002,1.0,-19.246588,-13.767453
1982961,2.0,-15.561441,-5.6325507
2474243,2.0,-12.719542,-9.514174
432809,1.0,-17.82233,-10.919094
3390039,2.0,-13.345852,-8.658845
2505994,2.0,-15.124256,-12.79037
3642384,2.0,-17.644232,-10.048808
310825,1.0,-16.127861,-11.266052
1656253,2.0,-16.213167,-17.20201
2217579,1.0,-17.212254,-14.581342
2058664,1.0,-19.886467,-14.486639
2567590,2.0,-16.416737,-4.694025
3492316,2.0,-15.670701,-12.309576
1510454,2.0,-15.550757,-8.96014
2457463,2.0,-15.216167,-10.75858
217012,1.0,-19.360825,-11.131511
554554,2.0,-15.231033,-13.548898
2047066,1.0,-16.157444,-11.350612
3627043,1.0,-18.881014,-8.954355
882237,2.0,-15.297531,-5.619171
1491065,2.0,-13.0998535,-7.326457
215155,1.0,-21.538393,-17.672993
2604426,2.0,-14.191315,-9.080666
3227729,2.0,-14.687348,-8.531057
2235640,2.0,-17.843372,-10.504251
3511674,2.0,-12.232213,-3.885547
1578129,2.0,-17.441591,-15.008871
488687,1.0,-21.601439,-13.663826
2684893,2.0,-15.81661,-7.067545
2492684,1.0,-20.727211,-15.241291
1848152,2.0,-16.395151,-10.349306
1530288,1.0,-14.421675,-11.536577
3658508,1.0,-16.9488,-13.325172
2424295,2.0,-13.783802,-9.482938
492077,2.0,-13.539357,-12.846041
107418,1.0,-20.749592,-13.953027
3699398,1.0,-16.576553,-11.203308
3735711,2.0,-15.541271,-6.152578
1876429,2.0,-13.543601,-6.676586
3044443,2.0,-15.594865,-10.459898
106517,2.0,-13.836477,-9.510938
121081,1.0,-18.449444,-12.047425
3517840,1.0,-15.408184,-7.7701664
3424995,2.0,-14.505848,-9.725515
3358302,2.0,-20.423296,-12.333297
3535231,2.0,-18.30702,-7.62881
3625695,2.0,-14.632188,-10.775736
2562319,2.0,-14.223485,-7.9017916
838191,2.0,-22.555122,-15.402462
1269268,2.0,-15.524396,-11.667603
1049089,2.0,-15.149578,-11.492423
1150558,1.0,-21.386765,-14.632004
1173418,2.0,-12.203056,-8.182441
3385513,2.0,-13.988515,-8.461746
2280963,1.0,-16.957125,-10.819545
2198926,1.0,-19.557125,-12.550217
1590760,2.0,-16.733587,-11.004738
3411001,1.0,-15.587319,-11.187576
3033083,1.0,-18.990423,-12.128581
1056624,2.0,-12.429456,-14.129494
633315,2.0,-12.714903,-7.2318387
2829546,2.0,-13.990936,-11.924667
598769,2.0,-17.0551,-12.564544
276506,1.0,-15.839806,-10.018211
397468,2.0,-14.521753,-5.929655
107297,1.0,-20.807669,-14.399704
843049,2.0,-12.632061,-10.7523365
2449878,2.0,-20.089693,-11.627408
744644,2.0,-13.743676,-13.265062
1822620,1.0,-18.384735,-14.146482
603818,2.0,-15.27041,-9.660718
2017100,1.0,-20.528296,-15.321703
3338110,2.0,-15.690304,-8.833312
918680,1.0,-15.809649,-15.139812
1288919,2.0,-12.67235,-9.556876
42539,1.0,-22.984524,-16.34479
1926938,1.0,-24.11998,-16.413973
2830880,2.0,-17.422022,-14.03411
3472055,2.0,-14.974562,-11.112394
101958,1.0,-17.149876,-12.998049
551925,2.0,-12.233673,-11.120327
2623509,2.0,-15.030226,-12.606711
68542,1.0,-14.504165,-7.667274
246253,1.0,-19.879667,-10.1191435
1572231,2.0,-14.920182,-8.854416
68538,1.0,-17.61017,-13.6361065
2925696,2.0,-11.596794,-7.863259
1135002,2.0,-17.782267,-12.449037
1206504,2.0,-17.48525,-8.863017
2827922,2.0,-18.146936,-12.059406
2109767,1.0,-18.452671,-13.436863
2652356,2.0,-14.903923,-15.534943
3520149,2.0,-18.491266,-11.155771
939478,2.0,-20.284807,-13.290973
1890865,1.0,-21.063498,-12.6910095
1108843,2.0,-15.852204,-10.190895
339690,1.0,-18.309406,-10.834591
51543,1.0,-21.205547,-17.35825
1989412,1.0,-21.950933,-16.247784
3241222,2.0,-24.857822,-22.089415
2773181,2.0,-12.294468,-8.859338
3722099,2.0,-16.4086,-8.567637
3202268,1.0,-19.217762,-12.376068
74543,1.0,-20.677195,-13.595558
3038951,2.0,-13.776745,-5.750498
2068999,1.0,-19.06476,-13.34376
3416605,1.0,-16.685722,-8.849888
1985823,1.0,-22.433529,-14.140382
230572,2.0,-11.797508,-9.845958
3265711,2.0,-13.218166,-8.570409
365797,1.0,-18.070505,-12.419134
2767937,2.0,-14.819323,-12.627717
2528229,1.0,-20.586996,-10.154458
3616311,2.0,-15.29818,-8.613127
314557,2.0,-15.112023,-7.456089
3507768,1.0,-20.14634,-10.701103
400773,2.0,-15.8768,-17.138506
1506643,2.0,-14.898439,-10.02411
3617030,1.0,-18.451227,-9.067523
1960598,2.0,-15.029482,-16.99814
2251085,1.0,-19.364222,-11.689788
3694531,2.0,-10.25299,-10.98896
1165028,2.0,-15.29598,-9.669603
349160,2.0,-11.805513,-9.070803
813553,2.0,-13.504491,-8.750674
954406,1.0,-18.81898,-11.197964
2035928,1.0,-18.659924,-14.716855
92623,1.0,-23.13092,-15.268569
1056162,2.0,-11.760713,-8.780374
3277464,2.0,-16.049587,-12.85739
582733,2.0,-11.916422,-8.925863
1501980,2.0,-14.1916895,-12.65332
186000,1.0,-15.315881,-6.3327103
2127020,2.0,-17.321352,-9.148587
1186981,2.0,-15.867517,-13.046892
1235904,2.0,-12.911299,-14.31287
3357814,2.0,-16.662848,-7.225959
2833335,2.0,-19.112265,-11.363477
55424,1.0,-20.72313,-13.218136
4756,1.0,-18.593712,-8.814627
322942,1.0,-18.381987,-12.355038
160930,2.0,-12.274992,-9.35055
3644021,2.0,-11.119976,-7.859671
2228889,1.0,-20.957777,-13.557489
1976588,1.0,-20.804058,-9.931877
1106190,2.0,-16.658926,-10.380199
1172966,2.0,-15.920487,-12.042212
839257,2.0,-12.346981,-15.611465
428000,2.0,-12.326584,-8.701321
3178434,2.0,-15.959119,-11.153212
1040676,2.0,-16.681084,-8.197132
1945296,1.0,-24.241364,-19.885204
2271728,1.0,-20.99042,-16.27508
339095,1.0,-19.982826,-11.760469
3498469,1.0,-13.52763,-9.571933
537232,1.0,-20.286709,-12.7847395
1791751,2.0,-14.402765,-8.204191
3549943,1.0,-14.412213,-15.360322
203816,2.0,-21.782776,-14.04977
